107 139 1
107 210 1
107 1110 1
107 4112 1
108 1357 1
109 1966 1
111 2890 1
114 3512 1
115 2398 1
115 3353 1
116 2960 2
119 69 1
119 270 1
119 280 1
120 3090 1
122 1267 1
122 1310 1
125 1104 1
126 3017 1
128 842 1
128 932 1
128 941 1
128 1083 1
129 328 1
130 1053 1
130 1541 1
130 1641 1
131 728 1
132 210 1
132 2179 1
132 3376 1
134 3036 1
134 3320 1
136 1641 1
137 1860 1
137 3350 1
138 3017 1
139 2745 1
141 2441 1
142 3384 1
143 1308 1
143 2963 1
147 1993 1
148 938 1
148 941 1
148 1379 1
148 2700 1
148 2885 1
149 1869 1
149 3373 1
149 4182 1
150 1966 1
150 2737 1
150 3012 1
152 3373 1
153 218 1
153 1258 1
153 1559 1
153 2722 1
154 328 1
155 436 1
155 1966 1
155 1989 1
155 2599 1
156 1608 1
157 2730 1
158 2601 1
159 2960 1
159 3041 1
160 728 1
160 1430 1
160 2387 1
160 3301 1
161 3516 1
161 3713 1
163 2599 1
164 346 1
164 1567 1
164 3359 1
165 1941 1
166 1982 1
168 3289 1
168 3339 1
168 3359 1
169 1668 1
169 2179 1
169 2890 1
170 2962 1
171 347 1
171 1443 1
172 1161 1
172 1565 1
172 2459 1
173 1989 1
173 2718 1
173 3019 1
173 3041 1
174 2820 2
174 3319 1
174 4182 1
175 1110 1
175 3376 1
178 1900 1
181 2353 1
182 844 1
182 1443 1
182 3384 2
183 1911 1
183 1914 1
183 1941 1
185 360 1
185 2373 1
186 3349 1
187 3331 1
188 1250 1
188 1470 1
189 359 1
190 1251 1
190 2960 1
190 3384 1
191 709 1
191 1443 1
192 3017 1
193 118 1
195 328 1
195 2648 1
196 1966 1
196 3384 1
197 152 1
197 728 1
197 2823 1
198 2718 1
199 1357 1
200 321 1
200 1869 1
200 1966 1
200 2777 1
201 1641 1
205 1237 1
205 2641 1
205 3795 1
206 1966 1
206 2006 1
207 730 1
207 2705 1
207 3275 1
208 1468 1
208 1810 1
208 3324 1
209 1237 1
209 1966 1
210 3459 1
210 4290 1
214 1541 1
214 2885 1
215 520 1
216 1177 1
217 1911 1
218 1966 1
218 2777 1
219 2423 2
220 1580 1
220 3359 1
221 360 1
221 2855 1
222 1386 1
222 3102 1
223 1518 1
225 321 1
227 351 1
227 652 1
227 2715 1
228 1941 1
228 3012 1
229 1954 1
230 2179 1
231 1984 1
231 2570 1
232 1302 1
232 1303 1
232 1447 1
232 2445 1
233 1941 1
234 2641 1
235 2445 1
235 2908 1
236 3041 1
237 270 1
237 3275 1
239 740 1
240 2737 1
240 2960 1
240 3351 1
242 227 1
242 569 1
242 1644 1
242 1945 1
242 3148 1
242 3376 1
244 2567 1
244 3489 1
245 1338 1
245 3512 1
247 1309 1
247 1880 1
247 2207 1
251 669 2
251 1668 1
252 2885 1
254 2241 1
255 1933 1
255 2635 1
257 1924 1
258 1804 1
258 3318 1
259 1518 1
260 1786 1
260 2196 1
260 2737 2
261 709 1
263 1652 2
266 1110 1
266 1668 1
266 1941 1
267 1518 1
268 1271 1
268 1504 1
270 1941 1
270 1945 1
270 2567 1
272 1443 1
273 2645 1
273 2674 1
273 2823 1
273 3012 1
275 3113 1
275 3373 1
276 1618 1
276 3384 1
277 162 1
278 1989 1
278 1993 1
278 3384 2
279 1447 1
279 2823 1
280 1447 1
280 3384 1
281 1966 1
283 1692 1
283 2196 1
284 1302 1
284 3331 1
285 4182 1
287 28 1
287 1966 1
287 2962 1
288 3023 1
291 210 1
291 1411 1
291 1443 1
291 1911 1
291 3017 1
291 3019 1
292 1321 1
292 1543 1
292 1618 1
292 2367 1
293 3384 1
294 514 1
295 709 1
295 2400 1
296 3017 1
299 413 1
300 413 1
300 428 1
301 2397 1
302 1907 1
302 3353 1
303 134 1
303 2175 1
304 3320 1
305 1578 1
306 1495 1
306 2393 1
307 328 1
307 1648 1
307 1911 1
307 1989 1
307 3017 1
308 436 1
308 709 1
308 2684 1
309 4182 1
310 3353 1
311 270 1
311 3275 1
313 321 1
313 3353 1
314 210 1
315 1083 1
315 2179 1
315 2660 1
315 3232 1
316 1518 1
317 1941 1
319 992 1
319 3019 1
320 2016 1
320 2885 1
320 3168 1
320 4077 1
321 227 1
321 1411 1
321 1912 1
321 3376 1
322 1054 1
322 2690 1
323 4112 1
325 2411 1
326 2346 1
326 2645 1
327 1541 1
327 3302 1
328 3376 1
330 1039 1
330 1941 1
331 1226 1
332 1237 1
333 230 1
333 280 1
333 2960 1
334 367 1
334 1545 1
334 4182 1
335 228 1
335 502 1
335 1892 1
335 1982 1
335 3013 1
336 2935 1
336 4182 1
338 1941 1
341 3713 2
342 1966 1
342 1989 1
342 1993 1
342 2445 1
342 3324 1
342 3384 1
343 1242 1
344 1989 1
344 1993 1
344 3384 2
346 700 1
347 2641 1
347 3276 1
348 1954 1
348 2179 1
349 1357 1
350 1839 1
351 1921 1
351 1982 1
351 2295 1
351 2644 1
352 2523 1
353 1468 1
355 357 1
355 3304 1
357 2179 1
359 3017 1
360 1955 1
362 2309 1
362 3384 1
363 2075 1
363 2256 1
363 3232 1
363 3332 1
364 1941 1
365 332 1
365 1386 1
365 1468 1
365 2471 1
366 1326 1
366 1796 1
366 3376 1
366 3384 1
367 3211 1
367 3318 1
370 2031 1
371 343 1
371 4182 3
372 1668 1
373 3516 1
373 3713 1
374 1943 1
374 1989 1
376 1891 1
377 1936 1
379 3394 1
380 883 1
381 1450 1
381 3017 1
382 2981 1
384 1237 1
384 2722 1
384 2823 1
385 3331 1
386 2722 1
387 1411 1
388 700 1
388 2389 1
389 3516 1
390 1567 1
391 2179 1
391 2953 1
392 328 1
392 2406 1
393 1447 1
393 3353 1
394 2963 1
398 1379 1
399 595 1
399 3319 1
400 347 2
400 1443 2
400 4312 2
401 2641 1
403 1632 1
403 1954 1
403 1989 1
405 3168 1
406 712 1
406 3275 1
407 216 1
407 3275 1
407 3373 1
408 132 1
408 230 1
408 1941 1
408 2567 1
409 1518 1
409 1993 1
410 2963 1
410 3353 1
410 3418 1
411 1307 1
412 1998 1
413 1989 1
414 1039 1
415 2049 1
415 2684 1
415 2967 1
416 1518 1
417 714 1
417 1941 1
418 328 1
419 2445 1
421 2175 1
422 422 1
424 1864 1
424 4312 2
425 1468 1
426 1307 1
426 1992 1
426 3017 1
428 2400 1
428 4182 1
429 411 1
429 1381 1
429 1924 1
431 328 1
431 2648 1
433 1834 1
435 1237 1
435 2777 1
436 99 1
436 210 1
436 2885 1
438 2722 1
439 1860 1
440 2727 1
441 1110 1
441 1989 1
441 3384 2
442 1379 2
444 411 1
444 2228 1
445 1468 1
445 1541 1
445 1989 1
446 1237 1
447 1053 1
447 2179 1
447 2209 1
448 1386 1
448 1447 1
448 2660 1
448 3373 1
449 1602 1
449 2840 1
450 2575 1
450 2960 1
451 227 1
451 1411 1
451 1912 1
451 3376 1
452 1925 1
453 1307 1
453 1869 1
453 1941 1
454 328 1
455 2366 1
456 210 1
456 1228 1
456 2005 1
457 331 1
457 2105 1
459 136 1
459 1025 1
459 1386 1
459 1941 1
460 1941 1
460 3019 1
460 3349 1
461 1292 1
462 1357 1
462 3297 1
